SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	ORGANISM NAME	STRAIN	SEROVAR/BIOVAR	COMMON NAME	NCBI PROJECT NAME	CULTURE COLLECTION	TYPE STRAIN	GOLDSTAMP	OLD GOLDSTAMP	PROJECT TYPE	PROJECT STATUS	AVAILABILITY	SEQUENCING CENTERS	FUNDING	CONTACT NAME	CONTACT EMAIL	CONTACT URL	LOCUS TAG	COMPLETION DATE	PUBLICATION	PROJECT RELEVANCE	NCBI TAXON ID	NCBI PROJECT ID	NCBI ARCHIVE ID	SHORT READS ARCHIVE ID	GCAT_ID	HMP ID	HOMD ID	STRAININFO ID	GREENGENES OBJECT ID	IMG OBJECT ID	GENOME DATA	SEQUENCING STATUS	SEQUENCING QUALITY	COMMENTS	LIBRARY METHOD	READS COUNT	VECTOR	ASSEMBLY METHOD	SEQUENCING DEPTH	GENE CALLING METHOD	CONTIG COUNT	SIZE(kb)	ORFS	CHROMOSOME COUNT	PLASMID COUNT	GC Content	SEQUENCING METHOD	SEQUENCING COUNTRY	ISOLATION SITE	ISOLATION SOURCE	ISOLATION COMMENTS	COLLECTION DATE	ISOLATION COUNTRY	ISOLATION PUBMED ID	GEOGRAPHIC LOCATION	LATITUDE	LONGITUDE	ALTITUDE	DEPTH	HOST NAME	HOST TAXON ID	HOST GENDER	HOST AGE	HOST RACE	HOST HEALTH	HOST MEDICATION	HOST SPECIFICITY	BODY SAMPLE SITE	BODY PRODUCT	BODY SAMPLE SUBSITE	HOST COMMENTS	OXYGEN REQUIREMENT	CELL SHAPE	SPORULATION	PRESSURE	TEMPERATURE RANGE	SALINITY	PH	CELL DIAMETER	CELL LENGTH	COLOR	GRAM STAINING	BIOTIC RELATIONSHIPS	SYMBIOTIC INTERACTION	SYMBIOTIC RELATIONSHIP	SYMBIONT NAME	SYMBIONT TAXON ID	CELL ARRANGEMENT	DISEASE	HABITAT	TEMPERATURE	METABOLISM	MOTILITY	PHENOTYPE	ENERGY SOURCE
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	BACTERIAL	Haemophilus influenzae NTHi  PittGG	PittGG	NA		Haemophilus influenzae PittGG	NA		Gc00580	Gi01494	Genome	Complete and Published	Public	Allegheny-Singer Research Institute	NA		NA		CGSHiGG	2007-06-07	Unpublished 	Medical, Human Pathogen	374931	16401	NA		001117_GCAT	NA		NA		640427117	NC_009567	Complete	NA		NA		NA		NA		NA	1887	1793	1	0	37.9	Sanger	USA	External ear discharge of a spontaneously perforated tympanic membrane of a child in Pittsburgh	NA		NA	USA	NA	External ear discharge of a spontaneously perforated tympanic membrane of a child in Pittsburgh	40.438423	80.001933	NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	NA		Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	Chronic bronchitis, Septicemia, Otitis media, Meningitis, Sinusitis	Host	NA		Nonmotile	Pathogen	
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	BACTERIAL	Haemophilus influenzae NTHi  PittEE	PittEE	NA		Haemophilus influenzae PittEE	NA		Gc00579	Gi01493	Genome	Complete and Published	Public	Allegheny-Singer Research Institute	NA		NA		CGSHiEE	2007-06-07	Unpublished 	Medical, Human Pathogen	374930	16400	NA		001116_GCAT	NA		NA		640427116	NC_009566	Complete	NA		NA		NA		NA		NA	1813	1750	1	0	37.9	Sanger	USA	Middle-ear effusion of a child in Pittsburgh	NA		NA	USA	NA	Middle-ear effusion of a child in Pittsburgh	40.438423	-80.001933	NA		Homo sapiens	NA		NA		NA		NA		NA		NA	Facultative	Rod-shaped	NA		Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	Chronic bronchitis, Otitis media, Meningitis, Septicemia, Sinusitis	Host	NA		Nonmotile	Pathogen	
Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis  F11 (ExPEC)	F11 (ExPEC)	NA		Mycobacterium tuberculosis F11	NA		Gc00578	Gi01175	Genome	Complete and Published	Public	Broad Institute	NIH-NIAID	MSC	msc@broad.mit.edu	NA	TBFG	2007-06-07	Unpublished 	Medical, Human Pathogen	336982	15642	NA		001227_GCAT	NA		NA	234320	640427123	CM000286, NC_009565	Complete	NA		NA		NA		22.27x	NA		4424	4050	1	0	65.6	Sanger	USA	Tuberculosis patients during a TB epidemic in the Western Cape of South Africa	NA		NA	South Africa	NA	Tuberculosis patients during a TB epidemic in the Western Cape of South Africa	NA		NA		Homo sapiens	NA		NA		Patient with tuberculosis	NA		NA		NA		Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Singles	Tuberculosis	Host	37	NA	Nonmotile	Pathogen	Chemoorganotroph
Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis  H37Ra	H37Ra	NA		Mycobacterium tuberculosis H37Ra	ATCC 25177	NA	Gc00577	Gi01895	Genome	Complete and Published	Public	Beijing Genomics Institute	NA	Zhang Y	yzhang@jhsph.edu	NA	MRA	2007-06-01	PLoS ONE 3, e2375	Medical, Human Pathogen	419947	18883	NA		001235_GCAT	NA		103703	231446	640427124	NC_009525	Complete	NA		NA		NA		NA		NA	4419	4132	1	0	65.6	NA	China	Original human-lung H37 isolate in 1934	NA		1934	NA		Original human-lung H37 isolate in 1934	NA		NA		Homo sapiens	NA		NA		NA		NA	Airways	NA	Lung	NA	Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Singles	Tuberculosis	Host	37	NA	Nonmotile	Pathogen	Chemoorganotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. PRwf-1	BACTERIAL	Psychrobacter sp.  PRwf-1	PRwf-1	NA		Psychrobacter sp. PRwf-1	NA		Gc00576	Gi01521	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	PsycPRwf	2007-06-04	Unpublished 	Biotechnological, Astrobiological	349106	15759	NA		001394_GCAT	NA		NA	229175	640427134	NC_009524	Complete	NA		NA		NA		15x	NA		2978	2549	1	2	44	Sanger	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	Rod-shaped	NA		Psychrophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Soil, Marine, Permafrost sediment	NA		Nonmotile	Radiation resistant	
Bacteria	Chloroflexi	Chloroflexi (class)	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus sp. RS-1	BACTERIAL	Roseiflexus sp  RS-1	RS-1	NA		Roseiflexus sp. RS-1	NA		Gc00575	Gi00963	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	RoseRS	2007-06-04	Unpublished 	Biotechnological	357808	16190	NA		001430_GCAT	NA		NA	161690	640427139	NC_009523	Complete	NA		NA		NA		11x	NA		5801	4728	1	0	60.4	Sanger	USA	Hot spring microbial mat	NA		NA		NA	Hot spring microbial mat	NA		NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Thermophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Hot spring, Marine	NA		Motile	NA	Photosynthetic, Photoautotroph
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	ARCHAEAL	Methanobrevibacter smithii  PS	PS	NA		Methanobrevibacter smithii ATCC 35061	DSM 861, ATCC 35061	Yes	Gc00574	Gi01898	Genome	Complete and Published	Public	Washington Univ	NA	Gordon J	jgordon@wustl.edu	NA	Msm	2007-06-04	PNAS 104, 10643-8	Medical, Human Gut Microbiome Initiative (HGMI)	420247	18653	NA		001792_GCAT	NA		157022	98872	640427121	NC_009515	Complete	NA		NA		NA		11.6x	NA		1853	1880	1	0	31	Sanger	USA	Sewage digester in Gainesville Florida	NA		NA	USA	NA	Gainesville Florida	"2,965,207"	"-82,339,342"	NA		NA		NA		NA		NA		NA		NA		Anaerobe	Rod-shaped	NA		Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Chains, Pairs	None	Human intestinal microflora, Soil, Host	37 - 40	NA	Nonmotile	Symbiotic, Methanogen	Lithotroph
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	BACTERIAL	Lactobacillus reuteri  F275, JCM 1112	F275, JCM 1112	NA		Lactobacillus reuteri DSM 20016	JCM 1112, DSM 20016	Yes	Gc00573	Gi00790	Genome	Complete and Published	Public	DOE Joint Genome Institute, Univ of Otago	DOE	Tannock G	gerald.tannock@stonebow.otago.ac.nz	NA	Lreu	2007-05-31	Unpublished 	Food industry, Biotechnological	299033	15766	NA		001153_GCAT	NA		38415	262739	640427118	NC_009513	Complete	NA		NA		NA		NA		NA	1999	2027	1	0	38.9	Sanger, 454	USA	Human feces	NA	Human isolate that is unable to colonize the intestinal tract of mice	NA		NA	Human isolate that is unable to colonize the intestinal tract of mice	NA		NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	Feces	NA		Facultative	Rod-shaped	NA		Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Chains	None	Birds intestinal microflora, Mammalian intestinal microflora, Host, Human intestinal microflora	NA		Nonmotile	Non-Pathogen, Probiotic	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	BACTERIAL	Pseudomonas putida  F1	F1	NA		Pseudomonas putida F1	ATCC 700007	No	Gc00572	Gi00953	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	Pput	2007-05-31	Unpublished 	Environmental, Bioremediation	351746	13909	NA		001392_GCAT	NA		268202	NA	640427132	NC_009512	Complete	NA		NA		NA		11x	NA		5959	5494	1	0	61.9	Sanger	USA	Polluted creek in Urbana IL	NA		NA	USA	NA	Polluted creek in Urbana IL	40.106649	-88.195627	NA		NA		NA		NA		NA		NA		NA		Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Soil	NA		Motile	Non-Pathogen	Heterotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii	BACTERIAL	Sphingomonas wittichii  RW1	RW1	NA		Sphingomonas wittichii RW1	JCM 10273, EY 4224, DSM 6014	Yes	Gc00571	Gi01358	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	Swit	2007-05-31	Unpublished 	Bioremediation, Environmental, Dioxin-mineralizing	392499	17343	NA		001775_GCAT	NA		144023	230649	640427144	NC_009511	Complete	NA		NA		NA		11x	NA		5382	5509	1	2	67	Sanger	USA	Elbe River in Germany	NA		NA	Germany	NA	Elbe River in Germany	NA		NA		NA		NA		NA		NA		NA		NA		Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Fresh water	NA		Motile	NA	Heterotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ovis	BACTERIAL	Brucella melitensis bv ovis  ATCC25840	ATCC25840	NA		Brucella ovis ATCC 25840	ATCC 25840	NA	Gc00570	Gi00101	Genome	Complete and Published	Public	J. Craig Venter Institute	NA	Paulsen I	NA	http://www.bio.jhu.edu/Directory/Faculty/Paulsen/Default.html	BOV	2007-05-31	Unpublished 	Animal Pathogen, Sheep Pathogen, Medical, Biothreat	444178	12514	NA		000792_GCAT	NA		104622	229012	640427105	NC_009504, NC_009505	Complete	NA		NA		NA		NA		NA	3275	3238	2	0	57.2	NA	USA	tissue, animal(sheep)	NA		NA		NA		NA		NA		Sheep	NA		NA		NA		NA		NA		NA	Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	Genital infection, Brucellosis	Macrophage, Host	37	NA	Nonmotile	Intracellular pathogen, Pathogen	
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma agalactiae	BACTERIAL	Mycoplasma agalactiae  PG2	PG2	NA		Mycoplasma agalactiae PG2	NCTC 10123	Yes	Gc00569	Gi01077	Genome	Complete and Published	Public	Genoscope	NA	Barbe V	vbarbe@genoscope.cns.fr	NA	MAG	2007-05-23	Unpublished 	Medical, Animal Pathogen	347257	16095	NA		001237_GCAT	NA		369021	70874	640427125	NC_009497	Complete	NA		NA		NA		NA		NA	877	831	1	0	29.7	NA	France	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Facultative	Sphere-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Singles	Pneumonia, Arthritis, Mycoplasmosis, Mastitis	Host	NA		Nonmotile	Pathogen	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	BACTERIAL	Clostridium botulinum  type A - Hall	type A - Hall	NA		Clostridium botulinum A str. ATCC 3502	ATCC 3502	NA	Gc00568	Gi00157	Genome	Complete and Published	Public	Sanger Institute, Institute of Food Research, Univ of Reading	Beowulf Genomics	Parkhill J	NA	http://www.sanger.ac.uk/Users/parkhill/	CBO	2007-05-23	Genome Res 17, 1082-92	Biothreat, Medical, Human Pathogen	413999	193	NA		000968_GCAT	NA		719454	NA	640427109	NC_009495	Complete	NA		NA		NA		NA		NA	3886	3802	1	1	28	NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Obligate anaerobe	Rod-shaped	Sporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Pairs, Singles	Botulism	Soil	35 - 40	NA	Motile	Pathogen, Type A toxin producer	Chemoorganotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	BACTERIAL	Legionella pneumophila  Corby	Corby	NA		Legionella pneumophila str. Corby	NA		Gc00567	Gi00827	Genome	Complete and Published	Public	IMB, Jena	NA	Gloeckner G	gernot@imb-jena.de	NA	LPC	2007-05-24	Unpublished 	Medical, Human Pathogen	400673	17491	NA		001161_GCAT	NA		NA	227923	640427119	NC_009494	Complete	NA		NA		NA		NA		NA	3576	3312	1	0	38.5	NA	Germany	Human isolate	NA		NA		NA	Human isolate	NA		NA		Homo sapiens	NA		NA		NA		NA		NA		NA	Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	Legionnaire's disease	Fresh water, Fresh water, Soil, Host, Biofilm	NA		Motile	Pathogen	Chemoorganotroph
Bacteria	Cyanobacteria	NA	Chroococcales	NA	Synechococcus	NA	BACTERIAL	Prochlorococcus sp.  WH 7803	WH 7803	NA		Synechococcus sp. WH 7803	CSIRO CS-197, CCMP 1334	NA	Gc00566	Gi00250	Genome	Complete and Published	Public	International Collaboration, Genoscope	European Union	Wincker P	pwincker@genoscope.cns.fr	NA		2007-05-19	Unpublished 	Biotechnological, Ocean carbon cycle, Environmental	32051	13642	NA		001586_GCAT	NA		527166	231101	640427149	NC_009481	Complete	NA		NA		NA		NA		NA	2366	2592	1	0	60.2	NA	European Consortium	Sargasso Sea,  North Atlantic	NA	Isolated by Waterbury,J	1980	NA		Sargasso Sea	33.7423	-67.4913	NA	25 meters	NA		NA		NA		NA		NA		NA		NA		NA		Mesophile	NA		1 um	1 -3 um	NA	gram-	Free living	NA		NA		NA	None	Marine	NA		Motile	NA	Photosynthetic, Photoautotroph
Bacteria	Cyanobacteria	NA	Chroococcales	NA	Synechococcus	NA	BACTERIAL	Synechococcus sp.  RCC307	RCC307	NA		Synechococcus sp. RCC307	RCC307	NA	Gc00565	Gi00783	Genome	Complete and Published	Public	International Collaboration, Genoscope	European Union	Wincker P	pwincker@genoscope.cns.fr	NA		2007-05-19	Unpublished 	Biotechnological, Ocean carbon cycle, Environmental	316278	13654	NA		001585_GCAT	NA		NA	231184	640427148	NC_009482	Complete	NA		NA		NA		NA		NA	2224	2586	1	0	60.2	NA	European Consortium	Seawater taken at a depth of 15 meters from the Mediterranean Sea	NA		NA		NA	Seawater taken at a depth of 15 meters from the Mediterranean Sea	39.166667	6.166667	NA	15 meters	NA		NA		NA		NA		NA		NA		Facultative	Coccus-shaped	NA		Mesophile	NA		NA	1 um	NA	gram-	Free living	NA		NA		NA	None	Marine	NA		Motile	NA	Photosynthetic, Photoautotroph
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	BACTERIAL	Staphylococcus aureus aureus  JH9 VISA	JH9 VISA	NA		Staphylococcus aureus subsp. aureus JH9	NA		Gc00564	Gi01035	Genome	Complete and Published	Public	DOE Joint Genome Institute, Rockefeller Univ	DOE	Tomasz A	tomasz@rockefeller.edu	NA	SaurJH9	2007-05-18	PNAS 104, 9451-9456	Animal Pathogen, Cattle Pathogen, Poultry Pathogen, Medical, Human Pathogen	359786	15757	NA		001517_GCAT	NA		NA	234645	640427145	NC_009487	Complete	NA		NA		NA		11x	NA		2906	2918	1	1	32.9	Sanger	USA	Patient undergoing vancomycin treatment	NA		NA		NA	Patient undergoing vancomycin treatment	NA		NA		Homo sapiens	NA		NA		Patient undergoing vancomycin treatment	NA		NA		NA		Facultative	Coccus-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Clusters, Singles	Toxic-shock syndrome, Staphylococcal scarlet fever	Host	30 - 37	NA	Nonmotile	Pathogen	
Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	BACTERIAL	Clavibacter michiganensis michiganensis  NCPPB 382	NCPPB 382	NA		Clavibacter michiganensis subsp. michiganensis NCPPB 382	NCPPB382	NA	Gc00563	Gi00154	Genome	Complete and Published	Public	Bielefeld Univ	BMBF	Puhler A	puehler@genetik.uni-bielefeld.de	NA		2007-05-18	J Bacteriology 190, 2138-49	Plant Pathogen, Agricultural	443906	19643	NA		000964_GCAT	NA		7256	NA	640427108	NC_009480	Complete	NA		1 Kb, 2-3 Kb, 8 Kb	NA		Phrap	NA	GenDB 2.0	NA	3297	3169	1	2	72.7	Sanger	Germany	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Pairs, Singles	Tuber rot, Wilting disease, Ring rot	Host	NA		Nonmotile	Pathogen	
Bacteria	Thermotogae	Thermotogae (class)	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga petrophila	BACTERIAL	Thermotoga petrophila  RKU-1	RKU-1	NA		Thermotoga petrophila RKU-1	ATCC BAA-488, JCM 10881, DSM 13995	Yes	Gc00562	Gi01043	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	Tpet	2007-05-18	Unpublished 	Evolutionary, Biotechnological	390874	17089	NA		001608_GCAT	NA		163898	NA	640427150	NC_009486	Complete	NA		NA		NA		11x	NA		1823	1911	1	0	46	Sanger	USA	Production waters of the Kubiki oil reservoir in Niigata Japan	NA		June 1997	Japan	NA	Production waters of the Kubiki oil reservoir in Niigata Japan	37.916192	139.036413	NA		NA		NA		NA		NA		NA		NA		Anaerobe	Rod-shaped	Nonsporulating	NA	Hyperthermophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Oil fields, Fresh water	80	NA	Motile	NA	Heterotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. BTAi1	BACTERIAL	Bradyrhizobium sp  BTAi1	BTAi1	NA		Bradyrhizobium sp. BTAi1	NA		Gc00561	Gi00922	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	BBta	2007-05-11	Science 316, 1307-12	Agricultural	288000	16137	NA		000788_GCAT	NA		NA	234467	640427103	NC_009485	Complete	NA		NA		NA		10x	NA		8264	7819	1	1	64	Sanger	USA	Stem nodules of Aeschynomene indica	NA		NA		NA	Stem nodules of Aeschynomene indica	NA		NA		NA		NA		NA		NA		NA		NA		Aerobe	Rod-shaped	NA		Mesophile	NA		NA		NA	gram-	Symbiotic	NA	Mutualistic	Aeschynomene indica	NA		None	Soil	NA		Motile	Stores polyhydroxybutyrate, Carbon sequestration, Nitrogen fixation	Photosynthetic
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter uraniireducens	BACTERIAL	Geobacter uraniumreducens  RF4	RF4	NA		Geobacter uraniireducens Rf4	JCM 13001, ATCC BAA-1134	Yes	Gc00560	Gi01251	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	Gura	2007-05-11	Unpublished 	Environmental, Bioremediation	351605	15768	NA		001106_GCAT	NA		NA		640427115	NC_009483	Complete	NA		NA		NA		13x	NA		5136	4543	1	0	54	Sanger	USA	Uranium bioremediation study site in Rifle Colorado	NA		December, 2002	USA	NA	Uranium bioremediation study site in Rifle Colorado	39.538845	-107.783363	NA		NA		NA		NA		NA		NA		NA		Anaerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Sediment, Soil	NA		Motile	Iron reducer, Uranium reducer	Chemolithotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum	BACTERIAL	Acidiphilium cryptum  JF-5	JF-5	NA		Acidiphilium cryptum JF-5	NA		Gc00559	Gi00918	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	Acry	2007-05-11	Unpublished 	Bioremediation, Environmental, Biotechnological	349163	15753	NA		000611_GCAT	NA		NA	233394	640427101	NC_009484	Complete	NA		NA		NA		9x	NA		3389	3746	1	8	67	Sanger	USA	Coal mine lake sediment	NA		NA		NA	Coal mine lake sediment	NA		NA		NA		NA		NA		NA		NA		NA		Aerobe	Rod-shaped	NA		Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Fresh water, Hydrothermal vent, Acid mine drainage	35	NA	Motile	Acidophile, Iron reducer	Heterotroph
Bacteria	Chloroflexi	Dehalococcoidetes	NA		Dehalococcoides	Dehalococcoides sp. BAV1	BACTERIAL	Dehalococcoides sp  BAV1	BAV1	NA		Dehalococcoides sp. BAV1	NA		Gc00558	Gi00937	Genome	Complete and Published	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA	DehaBAV1	2007-05-07	Unpublished 	Bioremediation, Environmental, Ecological, Biotechnological	216389	15770	NA		000991_GCAT	NA		NA	76593	640427111	NC_009455	Complete	NA		NA		NA		13x	NA		1341	1483	1	0	47	Sanger	USA	environment in Michigan that could dechlorinate polychlorinated ethenes	NA		NA	USA	NA	environment in Michigan that could dechlorinate polychlorinated ethenes	NA		NA		NA		NA		NA		NA		NA		NA		Anaerobe	NA	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Groundwater, Fresh water	NA		Motile	Dechlorinates Tetrachloroethene	Chemolithotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	BACTERIAL	Vibrio cholerae  O395	O395	O1	NA	Vibrio cholerae O395	NA		Gc00557	Gi01151	Genome	Complete and Published	Public	J. Craig Venter Institute	NA		NA		VC	2007-05-08	Unpublished 	Medical, Human Pathogen	345073	15667	NA		001685_GCAT	NA		NA	223193	640427151	NC_009456, NC_009457	Complete	NA		NA		NA		NA		NA	4148	4118	2	0	47	NA	USA	6th pandemic strain	NA		NA		NA	6th pandemic strain	NA		NA		Homo sapiens	NA		NA		NA		NA		NA		NA	Facultative	Curved-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	Cholera, Food poisoning	Fresh water	20 - 30	NA	Motile	NA	
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	Pelotomaculum thermopropionicum	BACTERIAL	Pelotomaculum thermopropionicum  SI	SI	NA		Pelotomaculum thermopropionicum SI	DSM 13744	Yes	Gc00556	Gi01927	Genome	Complete and Published	Public	Marine Biotechnology Institute	NA	Watanabe K	kazuya.watanabe@mbio.jp	NA	PTH	2007-05-08	Unpublished 	Biotechnological	370438	19023	NA		002551_GCAT	NA		303408	335682	640427128	NC_009454	Complete	NA		NA		NA		NA		NA	3025	2983	1	0	52.8	NA	Japan	Thermophilic upflow anaerobic sludge blanket reactor	NA		NA		NA	Thermophilic upflow anaerobic sludge blanket reactor	NA		NA		NA		NA		NA		NA		NA		NA		Anaerobe	NA	Sporulating	NA	Thermophile	NA	7	NA		NA	gram+	"Syntrophic,"	NA		NA		NA	None	Sludge	55	NA		Propionate-oxidizing	
Bacteria	Proteobacteria	Gammaproteobacteria	NA		NA	Calyptogena okutanii thioautotrophic gill symbiont	BACTERIAL	Candidatus Vesicomyosocius okutanii  HA	HA	NA		Candidatus Vesicomyosocius okutanii HA	NA		Gc00555	NA	Genome	Complete and Published	Public	JAMSTEC	NA	Maruyama T	tadashim@jamstec.go.jp	NA	COSY	2007-05-22	Current Biology 17, 881-886	Evolutionary	412965	18267	NA		002614_GCAT	NA		NA		640427107	NC_009465	Complete	NA		NA		NA		NA		NA	1022	1016	1	0	31.6	NA	Japan	Hatsushima island in Sagami Bay in Japan	NA		NA	Japan	NA	Hatsushima island in Sagami Bay in Japan	35.2	139.5	NA		NA		NA		NA		NA		NA		NA		NA		NA		Mesophile	NA		NA		NA	gram-	NA		NA	Calyptogena okutanii	NA		None	Host	NA		NA	Sulfur oxidizer	Chemoautotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	BACTERIAL	Orientia tsutsugamushi  Boryong	Boryong	NA		Orientia tsutsugamushi str. Boryong	NA		Gc00554	NA	Genome	Complete and Published	Public	Seoul National Univ	MOHW	Kim I-S	molecule@plaza.snu.ac.kr	NA	OTBS	2007-05-08	PNAS 104, 7981-6	Medical, Animal Pathogen	357244	16180	NA		002613_GCAT	NA		NA		640427127	NC_009488	Complete	NA		NA		NA		NA		NA	2127	2215	1	0	30.5	NA	Korea	Korean patient in Boryong in 1995	NA		1995	Korea	NA	Korean patient in Boryong in 1995	37.538777	127.665269	NA		Homo sapiens	NA		NA		Patient	NA		NA		NA		Aerobe	Rod-shaped	NA		Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	Scrub typhus	Host	NA		Motile	Intracellular, Pathogen	
